"Candidate","State","District","Office.Type","Primary.Status","Primary.Runoff.Status","Primary..","Race","Veteran.","LGBTQ.","Elected.Official.","Self.Funder.","STEM.","Obama.Alum.","Party.Support.","Emily.Endorsed.","Guns.Sense.Candidate.","Biden.Endorsed.","Warren.Endorsed.","Sanders.Endorsed.","Our.Revolution.Endorsed.","Justice.Dems.Endorsed.","PCCC.Endorsed.","Indivisible.Endorsed.","WFP.Endorsed.","VoteVets.Endorsed.","No.Labels.Support.","Election.Month","Neutral.Endorsements","Yes.Endorsements","No.Endorsements"
"Sidney Moore","SC","U.S. House South Carolina District 5","Representative","Lost","None",17.17,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Steve Lough","SC","U.S. House South Carolina District 5","Representative","Lost","None",9.46,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Bill Hopkins","SC","U.S. House South Carolina District 7","Representative","Lost","None",17.780001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,1,1
"Bruce Fischer","SC","U.S. House South Carolina District 7","Representative","Lost","None",11.22,"White","Yes","No","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,0,2
"Mal Hyman","SC","U.S. House South Carolina District 7","Representative","Advanced","Lost",29.700001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,2,0
"Robert Williams","SC","U.S. House South Carolina District 7","Representative","Advanced","Advanced",41.299999,"Nonwhite","Yes","No","Yes","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,0,2
"Billie Sutton","SD","Governor of South Dakota","Governor","Advanced","None",100,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Timothy Bjorkman","SD","U.S. House South Dakota At-large District","Representative","Advanced","None",100,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Craig Fitzhugh","TN","Governor of Tennessee","Governor","Lost","None",19.42,"White","Yes","No","Yes","Yes","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",8,10,2,0
"Karl Dean","TN","Governor of Tennessee","Governor","Advanced","None",75.139999,"White","No","No","Yes","Yes","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,10,0,2
"Mezianne Vale Payne","TN","Governor of Tennessee","Governor","Lost","None",5.4400001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,10,0,2
"Martin Olsen","TN","U.S. House Tennessee District 1","Representative","Advanced","None",100,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"Joseph Schenkenfelder","TN","U.S. House Tennessee District 2","Representative","Lost","None",4.5100002,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,9,0,3
"Joshua Williams","TN","U.S. House Tennessee District 2","Representative","Lost","None",23.08,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,9,1,2
"Renee Hoyos","TN","U.S. House Tennessee District 2","Representative","Advanced","None",72.410004,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",8,9,3,0
"Danielle Mitchell","TN","U.S. House Tennessee District 3","Representative","Advanced","None",100,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",8,11,1,0
"Christopher Hale","TN","U.S. House Tennessee District 4","Representative","Lost","None",34.720001,"White","No","No","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,11,0,1
"Mariah Phillips","TN","U.S. House Tennessee District 4","Representative","Advanced","None",47.509998,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",8,11,1,0
"Steven Reynolds","TN","U.S. House Tennessee District 4","Representative","Lost","None",17.77,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,11,0,1
"Christopher Finley","TN","U.S. House Tennessee District 6","Representative","Lost","None",15.06,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,10,0,2
"Dawn Barlow","TN","U.S. House Tennessee District 6","Representative","Advanced","None",54.509998,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,10,1,1
"Merrilee Wineinger","TN","U.S. House Tennessee District 6","Representative","Lost","None",22.059999,"White","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",8,10,1,1
"Peter Heffernan","TN","U.S. House Tennessee District 6","Representative","Lost","None",8.3699999,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,10,0,2
"Justin Kanew","TN","U.S. House Tennessee District 7","Representative","Advanced","None",62.110001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",8,10,2,0
"Matt Reel","TN","U.S. House Tennessee District 7","Representative","Lost","None",37.889999,"White","Yes","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,10,0,2
"Erika Stotts Pearson","TN","U.S. House Tennessee District 8","Representative","Advanced","None",50.419998,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral",8,11,0,1
"John Boatner Jr.","TN","U.S. House Tennessee District 8","Representative","Lost","None",49.580002,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",8,11,1,0
"Gary Davis","TN","U.S. Senate Tennessee","Senator","Lost","None",5.2800002,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,0,1
"John Wolfe","TN","U.S. Senate Tennessee","Senator","Lost","None",3.21,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,0,1
"Phil Bredesen","TN","U.S. Senate Tennessee","Senator","Advanced","None",91.510002,"White","No","No","Yes","Yes","No","No","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,1,0
"Adrian Ocegueda","TX","Governor of Texas","Governor","Lost","None",4.4000001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Andrew White","TX","Governor of Texas","Governor","Advanced","Lost",27.4,"White","No","No","No","Yes","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,1,0
"Cedric Davis","TX","Governor of Texas","Governor","Lost","None",8.2399998,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Grady Yarbrough","TX","Governor of Texas","Governor","Lost","None",5.3699999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"James Clark","TX","Governor of Texas","Governor","Lost","None",2.1500001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Jeffrey Payne","TX","Governor of Texas","Governor","Lost","None",4.75,"White","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Joe Mumbach","TX","Governor of Texas","Governor","Lost","None",1.36,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Lupe Valdez","TX","Governor of Texas","Governor","Advanced","Advanced",42.91,"Nonwhite","Yes","Yes","Yes","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,0,1
"Thomas Wakely","TX","Governor of Texas","Governor","Lost","None",3.4100001,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Brent Beal","TX","U.S. House Texas District 1","Representative","Lost","None",38.959999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,1,0
"Shirley McKellar","TX","U.S. House Texas District 1","Representative","Advanced","None",61.040001,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,0,1
"Kevin Nelson","TX","U.S. House Texas District 10","Representative","Lost","None",4.1199999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Madeline Eden","TX","U.S. House Texas District 10","Representative","Lost","None",14.27,"White","No","Yes","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Matt Harris","TX","U.S. House Texas District 10","Representative","Lost","None",7.3200002,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Mike Siegel","TX","U.S. House Texas District 10","Representative","Advanced","Advanced",40,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,2,0
"Tami Walker","TX","U.S. House Texas District 10","Representative","Lost","None",15.56,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Tawana Cadien","TX","U.S. House Texas District 10","Representative","Advanced","Lost",17.959999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,1,0
"Eric Pfalzgraf","TX","U.S. House Texas District 11","Representative","Lost","None",17.09,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Jennie Lou Leeder","TX","U.S. House Texas District 11","Representative","Advanced","None",82.910004,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Vanessa Adia","TX","U.S. House Texas District 12","Representative","Advanced","None",100,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,1,0
"Greg Sagan","TX","U.S. House Texas District 13","Representative","Advanced","None",100,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Adrienne Bell","TX","U.S. House Texas District 14","Representative","Advanced","None",79.830002,"Nonwhite","No","No","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,2,0
"Levy Barnes Jr.","TX","U.S. House Texas District 14","Representative","Lost","None",20.17,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Dori Fenenbock","TX","U.S. House Texas District 16","Representative","Lost","None",21.969999,"White","No","No","No","Yes","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral",3,9,0,3
"Enrique Garcia","TX","U.S. House Texas District 16","Representative","Lost","None",5.3299999,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral",3,9,0,3
"Jerome Tilghman","TX","U.S. House Texas District 16","Representative","Lost","None",2.97,"Nonwhite","Yes","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral",3,9,0,3
"John Carrillo","TX","U.S. House Texas District 16","Representative","Lost","None",1.55,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral",3,9,0,3
"Norma Chavez","TX","U.S. House Texas District 16","Representative","Lost","None",6.6599998,"Nonwhite","No","No","Yes","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral",3,9,0,3
"Veronica Escobar","TX","U.S. House Texas District 16","Representative","Advanced","None",61.529999,"Nonwhite","No","No","Yes","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Yes","Neutral","Neutral","Neutral","Neutral",3,9,3,0
"Dale Mantey","TX","U.S. House Texas District 17","Representative","Lost","None",36.599998,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,1,0
"Rick Kennedy","TX","U.S. House Texas District 17","Representative","Advanced","None",63.400002,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,0,1
"Miguel Levario","TX","U.S. House Texas District 19","Representative","Advanced","None",100,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Ali Khorasani","TX","U.S. House Texas District 2","Representative","Lost","None",7.5,"Nonwhite","No","Yes","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"H. P. Parvizian","TX","U.S. House Texas District 2","Representative","Lost","None",7.9099998,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Jimmy Darnell Jones","TX","U.S. House Texas District 2","Representative","Lost","None",22.08,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"Silky Malik","TX","U.S. House Texas District 2","Representative","Lost","None",9.6999998,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Todd Litton","TX","U.S. House Texas District 2","Representative","Advanced","None",52.810001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Derrick Crowe","TX","U.S. House Texas District 21","Representative","Lost","None",23.049999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","No","Neutral",3,9,2,1
"Elliott McFadden","TX","U.S. House Texas District 21","Representative","Lost","None",17.02,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","No","Neutral",3,9,0,3
"Joseph Kopser","TX","U.S. House Texas District 21","Representative","Advanced","Advanced",29.030001,"White","Yes","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Yes","Neutral",3,8,2,2
"Mary Wilson","TX","U.S. House Texas District 21","Representative","Advanced","Lost",30.9,"White","No","Yes","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Yes","Neutral","Neutral","Neutral","No","Neutral",3,8,2,2
"Letitia Plummer","TX","U.S. House Texas District 22","Representative","Advanced","Lost",24.290001,"Nonwhite","No","No","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",3,9,1,2
"Margarita Ruiz Johnson","TX","U.S. House Texas District 22","Representative","Lost","None",12.64,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Mark Gibson","TX","U.S. House Texas District 22","Representative","Lost","None",10.24,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Sri Preston Kulkarni","TX","U.S. House Texas District 22","Representative","Advanced","Advanced",31.85,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,9,1,2
"Steve Brown","TX","U.S. House Texas District 22","Representative","Lost","None",20.98,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"Angela Villescaz","TX","U.S. House Texas District 23","Representative","Lost","None",9.0900002,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","No","Neutral",3,8,0,4
"Gina Ortiz Jones","TX","U.S. House Texas District 23","Representative","Advanced","Advanced",41.560001,"Nonwhite","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Yes","Neutral",3,7,3,2
"Jay Hulings","TX","U.S. House Texas District 23","Representative","Lost","None",14.98,"Nonwhite","No","No","No","No","No","Yes","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","No","Neutral",3,8,0,4
"Judy Canales","TX","U.S. House Texas District 23","Representative","Lost","None",16.99,"Nonwhite","No","No","No","No","No","Yes","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","No","Neutral",3,8,0,4
"Rick Trevi̱o","TX","U.S. House Texas District 23","Representative","Advanced","Lost",17.379999,"Nonwhite","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","No","Neutral",3,8,2,2
"Jan McDowell","TX","U.S. House Texas District 24","Representative","Advanced","None",52.470001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,1,0
"John Biggan","TX","U.S. House Texas District 24","Representative","Lost","None",21.52,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Josh Imhoff","TX","U.S. House Texas District 24","Representative","Lost","None",6.02,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Todd Allen","TX","U.S. House Texas District 24","Representative","Lost","None",20,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Chetan Panda","TX","U.S. House Texas District 25","Representative","Lost","None",9.04,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,10,0,2
"Chris Perri","TX","U.S. House Texas District 25","Representative","Advanced","Lost",32.790001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",3,9,3,0
"Julie Oliver","TX","U.S. House Texas District 25","Representative","Advanced","Advanced",26.440001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,9,1,2
"Kathi Thomas","TX","U.S. House Texas District 25","Representative","Lost","None",21.16,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,10,0,2
"West Hansen","TX","U.S. House Texas District 25","Representative","Lost","None",10.57,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,10,0,2
"Linsey Fagan","TX","U.S. House Texas District 26","Representative","Advanced","None",52.66,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,2,0
"Will Fisher","TX","U.S. House Texas District 26","Representative","Lost","None",47.34,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Eric Holguin","TX","U.S. House Texas District 27","Representative","Advanced","Advanced",23.299999,"Nonwhite","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,1,0
"Raul (Roy) Barrera","TX","U.S. House Texas District 27","Representative","Advanced","Lost",41.23,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,11,0,1
"Ronnie McDonald","TX","U.S. House Texas District 27","Representative","Lost","None",16.389999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Vanessa Edwards Foster","TX","U.S. House Texas District 27","Representative","Lost","None",19.08,"White","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,12,0,0
"Augustine Reyes","TX","U.S. House Texas District 29","Representative","Lost","None",2.8299999,"Nonwhite","Yes","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Dominique Garcia","TX","U.S. House Texas District 29","Representative","Lost","None",2.5799999,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,9,0,3
"Hector Morales","TX","U.S. House Texas District 29","Representative","Lost","None",3.04,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",3,9,2,1
"Pedro Valencia","TX","U.S. House Texas District 29","Representative","Lost","None",1.04,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Roel Garcia","TX","U.S. House Texas District 29","Representative","Lost","None",6.5900002,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Sylvia Garcia","TX","U.S. House Texas District 29","Representative","Advanced","None",63.259998,"Nonwhite","No","No","Yes","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"Tahir Javed","TX","U.S. House Texas District 29","Representative","Lost","None",20.67,"Nonwhite","No","No","No","Yes","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Adam Bell","TX","U.S. House Texas District 3","Representative","Lost","None",17.959999,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"Lorie Burch","TX","U.S. House Texas District 3","Representative","Advanced","Advanced",49.610001,"White","No","Yes","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"Medrick Yhap","TX","U.S. House Texas District 3","Representative","Lost","None",3.76,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Sam Johnson","TX","U.S. House Texas District 3","Representative","Advanced","Lost",28.68,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
